식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D507-333000000-0001,소갈비찜,D,음식,5,초등학교급식(재료량 기반 산출 함량),07,찜류,07333,소갈비찜,0733300,해당없음,073330000,해당없음,00,해당없음,100ml,235,62.7,12.20,16.86,,6.72,2.27,0.7,12,2.22,93,226,296,20,0,238,0.038,0.282,0.910,1.46,0.00,45.53,6.01,,3,식품의약품안전처,,116.1,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D407-333000000-0001,소갈비찜,D,음식,4,외식(재료량 기반 산출함량),07,찜류,07333,소갈비찜,0733300,해당없음,073330000,해당없음,00,해당없음,100ml,111,42.2,5.38,7.08,,6.45,2.92,0.6,8,1.03,50,135,291,5,0,59,0.025,0.187,0.485,1.53,0.00,16.23,2.46,,3,식품의약품안전처,,750ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D407-333220000-0001,소갈비찜_해물,D,음식,4,외식(재료량 기반 산출함량),07,찜류,07333,소갈비찜,0733322,해물,073332200,해당없음,00,해당없음,100ml,137,58.6,11.41,6.11,,8.65,0.70,1.3,28,1.25,136,185,173,36,18,226,0.136,0.294,2.836,0.44,1.71,92.67,2.17,,3,식품의약품안전처,,1120m,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D404-205000000-0001,소고기 감자죽,D,음식,4,외식(재료량 기반 산출함량),04,죽 및 스프류,04205,소고기 감자죽,0420500,해당없음,042050000,해당없음,00,해당없음,100ml,88,18.3,3.10,2.00,,13.65,0.32,0.7,4,0.35,42,70,38,10,2,101,0.033,0.032,0.439,0.53,0.01,8.19,0.67,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D504-205000000-0001,소고기 감자죽,D,음식,5,초등학교급식(재료량 기반 산출 함량),04,죽 및 스프류,04205,소고기 감자죽,0420500,해당없음,042050000,해당없음,00,해당없음,100ml,82,20.0,2.60,2.71,,11.19,0.21,0.8,4,0.32,34,97,86,13,1,145,0.024,0.030,0.419,1.72,0.00,4.82,0.64,,3,식품의약품안전처,,247.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D401-070000000-0001,소고기 국밥,D,음식,4,외식(재료량 기반 산출함량),01,밥류,01070,소고기 국밥,0107000,해당없음,010700000,해당없음,00,해당없음,100ml,66,11.5,2.30,0.56,,12.54,0.41,0.5,4,0.21,28,46,124,1,0,9,0.031,0.016,0.306,0.37,0.00,2.70,0.20,,3,식품의약품안전처,,809ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D501-070570000-0001,소고기 국밥_내장,D,음식,5,초등학교급식(재료량 기반 산출 함량),01,밥류,01070,소고기 국밥,0107057,내장,010705700,해당없음,00,해당없음,100ml,104,21.4,3.70,1.28,,18.63,0.40,0.7,9,0.40,47,83,161,3,1,21,0.047,0.031,0.533,1.44,0.00,12.46,0.40,,3,식품의약품안전처,,400.7,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D701-070570000-0001,소고기 국밥_내장,D,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,01070,소고기 국밥,0107057,내장,010705700,해당없음,00,해당없음,100ml,62,12.1,2.20,0.75,,11.02,0.22,0.4,5,0.23,28,47,85,1,0,11,0.027,0.018,0.314,0.75,0.00,7.36,0.24,,3,식품의약품안전처,,932.1,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D501-071000000-0001,소고기 덮밥,D,음식,5,초등학교급식(재료량 기반 산출 함량),01,밥류,01071,소고기 덮밥,0107100,해당없음,010710000,해당없음,00,해당없음,100ml,120,21.6,3.30,3.07,,18.92,0.69,0.8,6,0.34,44,77,77,14,3,131,0.031,0.053,0.622,1.24,0.00,8.50,1.23,,3,식품의약품안전처,,387.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D601-071000000-0001,소고기 덮밥,D,음식,6,중고등학교급식(재료량 기반 산출함량),01,밥류,01071,소고기 덮밥,0107100,해당없음,010710000,해당없음,00,해당없음,100ml,120,21.6,3.30,3.07,,18.92,0.69,0.8,6,0.34,44,77,77,14,3,131,0.031,0.053,0.622,1.24,0.00,8.50,1.23,,3,식품의약품안전처,,387.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D701-071000000-0001,소고기 덮밥,D,음식,7,산업체급식(재료량 기반 산출 함량),01,밥류,01071,소고기 덮밥,0107100,해당없음,010710000,해당없음,00,해당없음,100ml,109,21.9,5.70,2.78,,14.39,1.05,0.4,4,0.61,59,97,134,2,2,5,0.037,0.061,0.781,0.32,0.00,13.27,1.13,,3,식품의약품안전처,,667.5,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-299000000-0001,소고기 두부국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05299,소고기 두부국,0529900,해당없음,052990000,해당없음,00,해당없음,100ml,34,15.5,2.80,2.18,,0.62,0.04,0.3,8,0.36,32,48,160,2,1,5,0.007,0.043,0.241,0.18,0.00,6.14,0.61,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D507-367000000-0001,소고기 떡찜,D,음식,5,초등학교급식(재료량 기반 산출 함량),07,찜류,07367,소고기 떡찜,0736700,해당없음,073670000,해당없음,00,해당없음,100ml,303,65.2,10.60,14.48,,32.19,1.45,1.6,18,1.47,117,255,357,42,12,360,0.040,0.288,1.493,1.74,0.00,37.11,5.40,,3,식품의약품안전처,,78.40,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D605-300000000-0001,소고기 무국,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05300,소고기 무국,0530000,해당없음,053000000,해당없음,00,해당없음,100ml,23,13.9,1.60,1.49,,0.53,0.17,0.1,3,0.19,18,51,135,1,1,3,0.008,0.023,0.210,0.82,0.00,5.20,0.46,,3,식품의약품안전처,,251.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-300000000-0001,소고기 무국,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05300,소고기 무국,0530000,해당없음,053000000,해당없음,00,해당없음,100ml,23,13.9,1.60,1.49,,0.53,0.17,0.1,3,0.19,18,51,135,1,1,3,0.008,0.023,0.210,0.82,0.00,5.20,0.46,,3,식품의약품안전처,,251.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-300370000-0001,소고기 무국_콩나물,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05300,소고기 무국,0530037,콩나물,053003700,해당없음,00,해당없음,100ml,27,22.3,1.90,1.64,,1.06,0.37,0.3,5,0.24,23,74,114,2,1,14,0.015,0.033,0.296,1.38,0.00,5.61,0.51,,3,식품의약품안전처,,170ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-301000000-0001,소고기 미역국,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05301,소고기 미역국,0530100,해당없음,053010000,해당없음,00,해당없음,100ml,21,5.6,1.60,1.37,,0.92,0.02,0.7,22,0.33,18,129,258,8,1,90,0.008,0.040,0.243,0.66,0.00,4.13,0.42,,3,식품의약품안전처,,300ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-301000000-0001,소고기 미역국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05301,소고기 미역국,0530100,해당없음,053010000,해당없음,00,해당없음,100ml,17,4.9,1.50,1.05,,0.59,0.03,0.4,12,0.25,16,86,225,4,0,37,0.008,0.026,0.196,0.29,0.00,3.59,0.30,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D605-301000000-0001,소고기 미역국,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05301,소고기 미역국,0530100,해당없음,053010000,해당없음,00,해당없음,100ml,23,45.1,1.90,1.55,,0.56,0.00,0.4,12,0.30,20,103,217,4,1,35,0.016,0.043,0.410,0.29,0.00,5.05,0.44,,3,식품의약품안전처,,200ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-301510000-0001,소고기 미역국_떡,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05301,소고기 미역국,0530151,떡,053015100,해당없음,00,해당없음,100ml,24,31.5,1.70,1.39,,1.15,0.03,0.4,10,0.26,18,91,178,3,1,29,0.015,0.041,0.329,0.25,0.00,4.59,0.40,,3,식품의약품안전처,,190ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-301170000-0001,소고기 미역국_바지락,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05301,소고기 미역국,0530117,바지락,053011700,해당없음,00,해당없음,100ml,11,11.0,1.10,0.57,,0.90,0.04,0.7,21,0.29,14,108,243,6,0,74,0.009,0.033,0.169,0.54,0.00,1.72,0.15,,3,식품의약품안전처,,300ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D702-144000000-0001,소고기 샌드위치,D,음식,7,산업체급식(재료량 기반 산출 함량),02,빵 및 과자류,02144,소고기 샌드위치,0214400,해당없음,021440000,해당없음,00,해당없음,100ml,195,38.1,7.10,9.60,,20.03,3.01,1.2,23,0.74,73,120,348,24,21,40,0.047,0.096,0.783,2.70,0.08,31.09,4.34,,3,식품의약품안전처,,223.8,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D402-144000000-0001,소고기 샌드위치,D,음식,4,외식(재료량 기반 산출함량),02,빵 및 과자류,02144,소고기 샌드위치,0214400,해당없음,021440000,해당없음,00,해당없음,100ml,203,37.6,6.90,10.61,,19.70,2.93,1.2,21,0.73,71,117,328,23,20,36,0.046,0.094,0.746,3.37,0.07,29.83,4.33,,3,식품의약품안전처,,250ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D602-144000000-0001,소고기 샌드위치,D,음식,6,중고등학교급식(재료량 기반 산출함량),02,빵 및 과자류,02144,소고기 샌드위치,0214400,해당없음,021440000,해당없음,00,해당없음,100ml,203,37.6,6.90,10.61,,19.70,2.94,1.2,21,0.73,71,117,328,23,20,36,0.046,0.094,0.746,3.37,0.07,29.83,4.33,,3,식품의약품안전처,,250ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D406-288000000-0002,소고기 샤브샤브,D,음식,4,외식(재료량 기반 산출함량),06,찌개 및 전골류,06288,소고기 샤브샤브,0628800,해당없음,062880000,해당없음,00,해당없음,100ml,47,78.2,3.00,2.08,,4.10,0.38,0.6,9,0.51,32,86,112,9,2,86,0.024,0.054,0.771,0.88,0.00,8.31,0.78,,3,식품의약품안전처,,930ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D709-452000000-0001,소고기 완자전,D,음식,7,산업체급식(재료량 기반 산출 함량),09,전·적 및 부침류,09452,소고기 완자전,0945200,해당없음,094520000,해당없음,00,해당없음,100ml,318,72.6,14.10,23.28,,10.08,0.19,1.4,37,2.07,162,219,480,31,29,19,0.052,0.288,1.019,0.77,0.13,79.79,7.21,,3,식품의약품안전처,,77.60,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D609-452000000-0001,소고기 완자전,D,음식,6,중고등학교급식(재료량 기반 산출함량),09,전·적 및 부침류,09452,소고기 완자전,0945200,해당없음,094520000,해당없음,00,해당없음,100ml,314,73.0,14.10,22.92,,10.06,0.19,1.4,38,2.07,163,218,483,30,29,19,0.052,0.287,1.012,0.76,0.13,79.07,7.12,,3,식품의약품안전처,,46.20,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D409-452000000-0001,소고기 완자전,D,음식,4,외식(재료량 기반 산출함량),09,전·적 및 부침류,09452,소고기 완자전,0945200,해당없음,094520000,해당없음,00,해당없음,100ml,318,72.6,14.10,23.28,,10.08,0.19,1.4,37,2.07,162,219,480,31,29,19,0.052,0.288,1.019,0.77,0.13,79.79,7.21,,3,식품의약품안전처,,77.60,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D509-452000000-0001,소고기 완자전,D,음식,5,초등학교급식(재료량 기반 산출 함량),09,전·적 및 부침류,09452,소고기 완자전,0945200,해당없음,094520000,해당없음,00,해당없음,100ml,314,73.0,14.10,22.92,,10.06,0.19,1.4,38,2.07,163,218,483,30,29,19,0.052,0.287,1.012,0.76,0.13,79.07,7.12,,3,식품의약품안전처,,46.20,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D611-558000000-0001,소고기 장조림,D,음식,6,중고등학교급식(재료량 기반 산출함량),11,조림류,11558,소고기 장조림,1155800,해당없음,115580000,해당없음,00,해당없음,100ml,237,97.3,31.50,9.66,,3.97,2.35,0.1,9,3.70,275,480,537,4,4,0,0.128,0.401,4.068,0.29,0.00,77.31,4.04,,3,식품의약품안전처,,56.60,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D711-558000000-0001,소고기 장조림,D,음식,7,산업체급식(재료량 기반 산출 함량),11,조림류,11558,소고기 장조림,1155800,해당없음,115580000,해당없음,00,해당없음,100ml,209,59.7,15.20,12.44,,7.28,1.39,0.4,10,2.12,142,301,954,3,2,6,0.053,0.450,1.519,1.29,0.00,45.04,4.44,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D411-558000000-0001,소고기 장조림,D,음식,4,외식(재료량 기반 산출함량),11,조림류,11558,소고기 장조림,1155800,해당없음,115580000,해당없음,00,해당없음,100ml,188,60.7,14.90,10.52,,6.90,1.39,0.4,15,2.10,150,282,840,21,20,6,0.066,0.416,1.462,1.28,0.21,73.15,3.76,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D511-558000000-0001,소고기 장조림,D,음식,5,초등학교급식(재료량 기반 산출 함량),11,조림류,11558,소고기 장조림,1155800,해당없음,115580000,해당없음,00,해당없음,100ml,230,93.7,29.60,9.02,,5.13,2.65,0.2,9,3.49,263,469,486,4,4,0,0.125,0.378,3.814,0.58,0.00,72.15,3.78,,3,식품의약품안전처,,56.60,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D711-558130000-0001,소고기 장조림_꽈리고추,D,음식,7,산업체급식(재료량 기반 산출 함량),11,조림류,11558,소고기 장조림,1155813,꽈리고추,115581300,해당없음,00,해당없음,100ml,132,62.4,14.70,4.25,,8.22,4.99,0.7,8,1.82,139,295,508,9,2,82,0.074,0.299,2.011,10.14,0.00,33.70,1.77,,3,식품의약품안전처,,86.60,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D511-558040000-0001,소고기 장조림_메추리알,D,음식,5,초등학교급식(재료량 기반 산출 함량),11,조림류,11558,소고기 장조림,1155804,메추리알,115580400,해당없음,00,해당없음,100ml,152,62.4,14.40,7.12,,6.22,1.40,0.3,23,2.05,164,249,636,52,51,6,0.091,0.357,1.361,1.26,0.58,122.98,2.55,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D411-558040000-0001,소고기 장조림_메추리알,D,음식,4,외식(재료량 기반 산출함량),11,조림류,11558,소고기 장조림,1155804,메추리알,115580400,해당없음,00,해당없음,100ml,152,62.4,14.40,7.12,,6.22,1.40,0.3,23,2.05,164,249,636,52,51,6,0.091,0.357,1.361,1.26,0.58,122.98,2.55,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D611-558040000-0001,소고기 장조림_메추리알,D,음식,6,중고등학교급식(재료량 기반 산출함량),11,조림류,11558,소고기 장조림,1155804,메추리알,115580400,해당없음,00,해당없음,100ml,152,62.4,14.40,7.12,,6.22,1.40,0.3,23,2.05,164,249,636,52,51,6,0.091,0.357,1.361,1.26,0.58,122.98,2.55,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D711-558040000-0001,소고기 장조림_메추리알,D,음식,7,산업체급식(재료량 기반 산출 함량),11,조림류,11558,소고기 장조림,1155804,메추리알,115580400,해당없음,00,해당없음,100ml,152,62.4,14.40,7.12,,6.22,1.40,0.3,23,2.05,164,249,636,52,51,6,0.091,0.357,1.361,1.26,0.58,122.98,2.55,,3,식품의약품안전처,,50ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D605-302156200-0001,소고기국_무_당면,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05302,소고기국,0530215,무,053021562,당면,00,해당없음,100ml,34,14.5,1.80,1.67,,2.92,0.14,0.2,7,0.33,19,49,6,1,1,1,0.009,0.027,0.223,0.64,0.00,5.82,0.52,,3,식품의약품안전처,,563ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-302156200-0001,소고기국_무_당면,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05302,소고기국,0530215,무,053021562,당면,00,해당없음,100ml,34,14.5,1.80,1.67,,2.92,0.14,0.2,7,0.33,19,49,6,1,1,1,0.009,0.027,0.223,0.64,0.00,5.82,0.52,,3,식품의약품안전처,,563ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D504-184000000-0001,소고기버섯죽,D,음식,5,초등학교급식(재료량 기반 산출 함량),04,죽 및 스프류,04184,소고기버섯죽,0418400,해당없음,041840000,해당없음,00,해당없음,100ml,100,15.5,2.80,3.00,,14.90,0.11,0.7,3,0.30,34,54,166,2,2,0,0.027,0.056,0.710,0.07,0.00,6.89,1.08,,3,식품의약품안전처,,168.2,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D304-184000000-0001,소고기버섯죽,D,음식,3,외식(분석함량),04,죽 및 스프류,04184,소고기버섯죽,0418400,해당없음,041840000,해당없음,00,해당없음,100g,72,82.5,2.34,0.93,0.55,13.63,0.03,0.4,7,0.00,22,52,158,2,0,30,0.015,0.079,0.509,0.00,,3.26,0.34,0.02,3,식품의약품안전처,,800g,해당없음,1,분석,2012-02-28,2025-12-29,1471000,식품의약품안전처
D404-184000000-0001,소고기버섯죽,D,음식,4,외식(재료량 기반 산출함량),04,죽 및 스프류,04184,소고기버섯죽,0418400,해당없음,041840000,해당없음,00,해당없음,100ml,119,9.5,4.30,2.72,,20.93,0.24,1.9,4,0.52,57,175,182,0,0,0,0.056,0.118,1.524,0.03,0.00,5.21,0.75,,3,식품의약품안전처,,259ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D604-184000000-0001,소고기버섯죽,D,음식,6,중고등학교급식(재료량 기반 산출함량),04,죽 및 스프류,04184,소고기버섯죽,0418400,해당없음,041840000,해당없음,00,해당없음,100ml,99,15.5,2.70,2.89,,15.03,0.03,0.5,3,0.50,32,69,167,2,2,1,0.051,0.055,0.736,0.07,0.00,6.89,1.05,,3,식품의약품안전처,,168.2,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D510-481000000-0001,소고기볶음,D,음식,5,초등학교급식(재료량 기반 산출 함량),10,볶음류,10481,소고기볶음,1048100,해당없음,104810000,해당없음,00,해당없음,100ml,237,62.1,10.60,19.41,,2.71,1.33,0.7,13,1.59,109,227,297,42,17,304,0.025,0.282,1.261,2.48,0.00,50.29,7.29,,3,식품의약품안전처,,94.20,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D710-481000000-0001,소고기볶음,D,음식,7,산업체급식(재료량 기반 산출 함량),10,볶음류,10481,소고기볶음,1048100,해당없음,104810000,해당없음,00,해당없음,100ml,159,39.5,7.00,13.07,,3.16,1.36,0.7,20,1.12,73,160,316,47,11,443,0.030,0.198,0.813,1.32,0.00,32.03,4.76,,3,식품의약품안전처,,147.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D410-481000000-0001,소고기볶음,D,음식,4,외식(재료량 기반 산출함량),10,볶음류,10481,소고기볶음,1048100,해당없음,104810000,해당없음,00,해당없음,100ml,163,39.5,7.00,13.07,,3.12,1.34,0.7,19,1.11,74,166,316,48,11,449,0.030,0.194,0.797,1.27,0.00,32.03,4.75,,3,식품의약품안전처,,147.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
