식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-120000000-0889,피자_수퍼파파스 피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,241,,11.19,,,,4.20,,,,,,531,,,,,,,,,,4.20,,3,식품의약품안전처,,430g,파파존스,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2777,피자_순삭 크런치 포테이토 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,291,,10.06,,,,4.10,,,,,,579,,,,,,,,,,6.59,,3,식품의약품안전처,,694g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2778,피자_순삭 크런치 포테이토 피자 오리지널 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,260,,9.84,,,,3.47,,,,,,603,,,,,,,,,,3.79,,3,식품의약품안전처,,996g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2779,피자_순삭 크런치 포테이토 피자 오리지널 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,262,,10.00,,,,3.30,,,,,,604,,,,,,,,,,4.00,,3,식품의약품안전처,,597g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2780,피자_순삭 크런치 포테이토 피자 오리지널 파마산 치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,265,,10.31,,,,3.39,,,,,,615,,,,,,,,,,4.17,,3,식품의약품안전처,,1018g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2781,피자_순삭 크런치 포테이토 피자 오리지널 파마산 치즈 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,270,,10.69,,,,3.27,,,,,,624,,,,,,,,,,4.55,,3,식품의약품안전처,,611g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2782,피자_순삭 크런치 포테이토 피자 팬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,285,,9.08,,,,3.46,,,,,,537,,,,,,,,,,4.23,,3,식품의약품안전처,,1042g,피자헛,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0890,피자_순삭포테이토 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,348,,10.28,,,,2.36,,,,,,351,,,,,,,,,,8.06,,3,식품의약품안전처,,577g,피자헛,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4389,피자_숯불포크피자 (1인),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,265,,14.69,,,,8.87,,,,,,504,,,,,,,,,,3.97,,3,식품의약품안전처,,229g,피자마루,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0891,피자_쉬림드보니토 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,15.56,,,,3.11,,,,,,602,,,,,,,,,,5.41,,3,식품의약품안전처,,1080g,비토랩,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0892,피자_쉬림드보니토 피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,236,,15.63,,,,3.13,,,,,,604,,,,,,,,,,5.47,,3,식품의약품안전처,,770g,비토랩,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2784,피자_쉬림프 골드 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,222,,11.70,,,,3.19,,,,,,492,,,,,,,,,,4.33,,3,식품의약품안전처,,755.2,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2785,피자_쉬림프 골드 피자 에그타르트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,247,,9.74,,,,6.95,,,,,,419,,,,,,,,,,3.94,,3,식품의약품안전처,,1161.,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2786,피자_쉬림프 골드 피자 에그타르트 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,229,,10.82,,,,5.00,,,,,,445,,,,,,,,,,4.53,,3,식품의약품안전처,,755.2,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2787,피자_쉬림프 골드 피자 오리진 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,238,,10.65,,,,4.58,,,,,,479,,,,,,,,,,2.72,,3,식품의약품안전처,,998g,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2788,피자_쉬림프 골드 피자 오리진 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,217,,11.93,,,,2.23,,,,,,511,,,,,,,,,,3.38,,3,식품의약품안전처,,646g,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2789,피자_쉬림프 골드 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,242,,12.04,,,,4.08,,,,,,500,,,,,,,,,,3.61,,3,식품의약품안전처,,1120.,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2790,피자_쉬림프 골드 피자 치즈캡 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,223,,13.40,,,,1.94,,,,,,532,,,,,,,,,,4.34,,3,식품의약품안전처,,741.5,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2791,피자_쉬림프 골드 피자 크림치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,242,,9.64,,,,5.67,,,,,,433,,,,,,,,,,4.16,,3,식품의약품안전처,,1207.,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2792,피자_쉬림프 골드 피자 크림치즈 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,224,,10.69,,,,3.73,,,,,,460,,,,,,,,,,4.71,,3,식품의약품안전처,,782.5,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0910,피자_쉬림프 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,224,,13.98,,,,9.25,,,,,,490,,,,,,,,,,3.00,,3,식품의약품안전처,,944g,네오피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0911,피자_쉬림프 피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,116,,7.89,,,,1.67,,,,,,148,,,,,,,,,,2.59,,3,식품의약품안전처,,1100g,봉수아피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0896,피자_쉬림프 피자 골드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,241,,10.69,,,,5.12,,,,,,466,,,,,,,,,,3.78,,3,식품의약품안전처,,1161.,미스터피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0912,피자_쉬림프 피자 골드 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,229,,12.30,,,,5.35,,,,,,403,,,,,,,,,,4.81,,3,식품의약품안전처,,749g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0913,피자_쉬림프 피자 에그타르트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,238,,11.02,,,,6.78,,,,,,396,,,,,,,,,,5.08,,3,식품의약품안전처,,1181g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D220-748110000-0125,커피_카페라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074811,카페라떼,207481100,해당없음,00,해당없음,100ml,40,,2.00,,,,3.00,,,,,,29,,,,,,,,,,1.35,,3,식품의약품안전처,,600ml,더벤티,2,수집,2024-12-16,2025-12-29,1471000,식품의약품안전처
D202-120000000-0914,피자_쉬림프 피자 에그타르트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,236,,11.23,,,,7.49,,,,,,356,,,,,,,,,,4.81,,3,식품의약품안전처,,749g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0915,피자_쉬림프 피자 오리진 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,226,,11.76,,,,4.90,,,,,,449,,,,,,,,,,3.92,,3,식품의약품안전처,,1017g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0916,피자_쉬림프 피자 오리진 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,225,,12.50,,,,5.00,,,,,,406,,,,,,,,,,3.75,,3,식품의약품안전처,,640g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0917,피자_쉬림프 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,232,,13.16,,,,4.39,,,,,,474,,,,,,,,,,4.39,,3,식품의약품안전처,,1140g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0918,피자_쉬림프 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,230,,14.13,,,,4.35,,,,,,441,,,,,,,,,,4.89,,3,식품의약품안전처,,736g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0919,피자_쉬림프 피자 크림치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,232,,10.57,,,,5.69,,,,,,409,,,,,,,,,,4.88,,3,식품의약품안전처,,1226g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0920,피자_쉬림프 피자 크림치즈 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,231,,11.34,,,,6.19,,,,,,373,,,,,,,,,,5.15,,3,식품의약품안전처,,777g,미스터피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0893,피자_쉬림프&핫치킨골드 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,13.91,,,,1.74,,,,,,470,,,,,,,,,,4.35,,3,식품의약품안전처,,1380g,피자알볼로,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4390,피자_쉬림프&핫치킨피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,237,,16.28,,,,4.30,,,,,,498,,,,,,,,,,3.57,,3,식품의약품안전처,,1016g,피자알볼로,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4391,피자_쉬림프&핫치킨피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,16.86,,,,3.99,,,,,,477,,,,,,,,,,3.30,,3,식품의약품안전처,,562g,피자알볼로,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4392,피자_쉬림프&핫치킨피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,235,,14.01,,,,1.99,,,,,,470,,,,,,,,,,4.97,,3,식품의약품안전처,,1206g,피자알볼로,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4393,피자_쉬림프(R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,201,,13.64,,,,3.55,,,,,,258,,,,,,,,,,4.55,,3,식품의약품안전처,,726g,봉수아피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4394,피자_쉬림프(XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,116,,7.89,,,,1.67,,,,,,148,,,,,,,,,,2.59,,3,식품의약품안전처,,1100g,봉수아피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2793,피자_쉬림프(새우) 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,226,,14.07,,,25.19,4.44,,,,,,456,,,,,,,,,38.52,3.70,0.00,3,식품의약품안전처,,1082g,선명희피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-4395,피자_쉬림프(새우)피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,226,,14.07,,,,4.44,,,,,,456,,,,,,,,,,3.70,,3,식품의약품안전처,,1082g,선명희피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0894,피자_쉬림프갈릭스노윙 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,244,,14.18,,,,3.88,,,,,,294,,,,,,,,,,4.17,,3,식품의약품안전처,,928g,유로코피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2794,피자_쉬림프고르곤졸라 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,423,,23.13,,,,6.18,,,,,,682,,,,,,,,,,10.91,,3,식품의약품안전처,,100g,비비큐,2,수집,2023-10-11,2025-12-29,1471000,식품의약품안전처
D202-120000000-0906,피자_쉬림프골드 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,279,,11.34,,,,3.09,,,,,,442,,,,,,,,,,3.55,,3,식품의약품안전처,,1088g,피자와치킨의러브레터,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2803,피자_쉬림프골드 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,248,,14.29,,,25.00,5.36,,,,,,471,,,,,,,,,41.67,5.36,0.00,3,식품의약품안전처,,1342g,선명희피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0897,피자_쉬림프골드 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,291,,14.57,,,,4.32,,,,,,648,,,,,,,,,,4.19,,3,식품의약품안전처,,912g,피굽남피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0895,피자_쉬림프골드 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,259,,12.45,,,,9.36,,,,,,506,,,,,,,,,,5.93,,3,식품의약품안전처,,1080g,네오피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0898,피자_쉬림프골드 피자 밀스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,247,,12.98,,,,2.29,,,,,,444,,,,,,,,,,4.66,,3,식품의약품안전처,,1048g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0899,피자_쉬림프골드 피자 밀스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,290,,17.71,,,,3.13,,,,,,535,,,,,,,,,,6.35,,3,식품의약품안전처,,576g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0900,피자_쉬림프골드 피자 백미스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,243,,12.60,,,,4.72,,,,,,433,,,,,,,,,,4.72,,3,식품의약품안전처,,1016g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0901,피자_쉬림프골드 피자 백미스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,287,,17.20,,,,5.38,,,,,,531,,,,,,,,,,6.56,,3,식품의약품안전처,,558g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0902,피자_쉬림프골드 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,250,,13.73,,,,2.94,,,,,,371,,,,,,,,,,6.86,,3,식품의약품안전처,,816g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0903,피자_쉬림프골드 피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,306,,18.99,,,,3.80,,,,,,489,,,,,,,,,,8.73,,3,식품의약품안전처,,474g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0904,피자_쉬림프골드 피자 흑미스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,239,,12.60,,,,3.94,,,,,,390,,,,,,,,,,4.80,,3,식품의약품안전처,,1016g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-0905,피자_쉬림프골드 피자 흑미스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,281,,17.02,,,,4.26,,,,,,485,,,,,,,,,,6.49,,3,식품의약품안전처,,564g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-4396,피자_쉬림프골드밀스크린(L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,248,,12.78,,,,2.66,,,,,,444,,,,,,,,,,4.70,,3,식품의약품안전처,,1044.,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4397,피자_쉬림프골드밀스크린(R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,242,,12.42,,,,2.71,,,,,,437,,,,,,,,,,4.77,,3,식품의약품안전처,,574.3,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4398,피자_쉬림프골드백미스크린(L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,243,,12.77,,,,5.03,,,,,,434,,,,,,,,,,4.76,,3,식품의약품안전처,,1013.,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4399,피자_쉬림프골드백미스크린(R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,237,,12.40,,,,4.86,,,,,,427,,,,,,,,,,4.82,,3,식품의약품안전처,,558.9,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4400,피자_쉬림프골드씬(L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,250,,13.38,,,,2.79,,,,,,371,,,,,,,,,,6.91,,3,식품의약품안전처,,815g,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4401,피자_쉬림프골드씬(R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,249,,12.80,,,,2.81,,,,,,368,,,,,,,,,,6.73,,3,식품의약품안전처,,473.5,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4402,피자_쉬림프골드흑미스크린(L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,237,,12.70,,,,4.05,,,,,,388,,,,,,,,,,4.76,,3,식품의약품안전처,,1018.,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-4403,피자_쉬림프골드흑미스크린(R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,233,,12.33,,,,3.98,,,,,,386,,,,,,,,,,4.83,,3,식품의약품안전처,,561.1,지정환피자,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0907,피자_쉬림프디럭스 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,227,,10.87,,,,5.07,,,,,,378,,,,,,,,,,2.75,,3,식품의약품안전처,,1106g,피자헤븐,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0908,피자_쉬림프콤비 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,214,,11.52,,,,4.43,,,,,,430,,,,,,,,,,2.48,,3,식품의약품안전처,,765g,킹스타피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-0909,피자_쉬림프콤비 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,205,,11.20,,,,4.73,,,,,,396,,,,,,,,,,2.43,,3,식품의약품안전처,,569g,킹스타피자,2,수집,2022-10-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2806,피자_쉬림프크림 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,225,,13.64,,,,5.34,,,,,,344,,,,,,,,,,4.07,,3,식품의약품안전처,,100g,또래오래,2,수집,2023-10-12,2025-12-29,1471000,식품의약품안전처
D202-120000000-4404,피자_쉬림프투움바피자 (1인),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,243,,12.41,,,,4.08,,,,,,426,,,,,,,,,,4.90,,3,식품의약품안전처,,307g,피자마루,2,수집,2025-09-30,2025-12-29,1471000,식품의약품안전처
D202-120000000-2807,피자_쉬림프페스츄리 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,289,,13.33,,,,4.67,,,,,,402,,,,,,,,,,9.73,,3,식품의약품안전처,,279g,지정환피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
D202-120000000-2810,피자_쉬림플렉스 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02120,피자,0212000,해당없음,021200000,해당없음,00,해당없음,100g,200,,13.95,,,,3.09,,,,,,582,,,,,,,,,,3.57,,3,식품의약품안전처,,1107g,프레드피자,2,수집,2023-10-31,2025-12-29,1471000,식품의약품안전처
